Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A784105,Frankie,1/3/2021 8:28,1/3/2021 8:28,Loyola And 183 in Austin (TX),Stray,Injured,Dog,Neutered Male,2 years,Harrier,Liver Tick
A827892,*Pumpkin,1/3/2021 8:16,1/3/2021 8:16,4434 Frontier Trail in Austin (TX),Owner Surrender,Injured,Cat,Intact Male,1 year,Domestic Shorthair,Orange Tabby
A827888,,1/3/2021 1:00,1/3/2021 1:00,4404 East Oltorf in Austin (TX),Stray,Sick,Dog,Intact Male,7 months,Pit Bull,Brown/White
A827887,,1/2/2021 20:11,1/2/2021 20:11,10608 Turner Drive in Austin (TX),Stray,Feral,Cat,Intact Male,2 years,Siamese,Brown/Seal Point
A827880,*Pax,1/2/2021 16:51,1/2/2021 16:51,4713 Little Hill Circle in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Black Mouth Cur Mix,Brown
A827877,*Silas,1/2/2021 16:17,1/2/2021 16:17,13000 North Interstate 35 in Austin (TX),Stray,Normal,Dog,Intact Male,8 years,Chihuahua Shorthair Mix,Black/White
A827885,*Sadie,1/2/2021 15:22,1/2/2021 15:22,7620 Tx 130 in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Labrador Retriever Mix,Buff/Tan
A827875,,1/2/2021 14:45,1/2/2021 14:45,1123 Elm Creek Drive in Austin (TX),Stray,Sick,Dog,Intact Male,1 year,Labrador Retriever,Tan
A827862,,1/2/2021 13:35,1/2/2021 13:35,1804 Sylvan Drive in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Raccoon,Black/Gray
A827870,,1/2/2021 13:24,1/2/2021 13:24,Anderson Mill Road in Austin (TX),Stray,Sick,Dog,Intact Male,8 months,Chihuahua Shorthair,White/Tricolor
A827672,Winne,1/2/2021 13:17,1/2/2021 13:17,2900 Manor Road in Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,Labrador Retriever Mix,Brown
A827866,*Gromit,1/2/2021 13:00,1/2/2021 13:00,1156 West Cesar Chavez Street in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Great Dane Mix,Brown/White
A827861,Ozzie,1/2/2021 9:02,1/2/2021 9:02,3800 Shoal Creek Boulevard in Austin (TX),Stray,Normal,Dog,Neutered Male,20 years,Tibetan Terrier,Black
A827860,*Wallace,1/2/2021 8:53,1/2/2021 8:53,Dessau Road And Arborside Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Siberian Husky Mix,Cream/Black
A827859,Peluchin,1/2/2021 8:42,1/2/2021 8:42,Austin (TX),Owner Surrender,Sick,Dog,Intact Male,1 month,Pomeranian Mix,Red/White
A827857,Ty,1/1/2021 22:21,1/1/2021 22:21,18010 Blake Manor Road in Travis (TX),Stray,Injured,Dog,Intact Male,6 months,Labrador Retriever,Black/White
A827856,,1/1/2021 19:24,1/1/2021 19:24,Ruby Ray And Sienna Rouge Path in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Great Pyrenees,Brown/White
A820013,Dubi,1/1/2021 14:28,1/1/2021 14:28,780 Bastrop Highway in Austin (TX),Public Assist,Normal,Dog,Neutered Male,1 year,Labrador Retriever/Pit Bull,Black
A820012,Sadie Mae,1/1/2021 14:28,1/1/2021 14:28,780 Bastrop Highway in Austin (TX),Public Assist,Normal,Dog,Intact Female,1 year,Labrador Retriever,Black/White
A827835,,12/31/2020 20:32,12/31/2020 20:32,5800 East Martin Luther King in Austin (TX),Stray,Injured,Dog,Unknown,1 year,Basset Hound Mix,Brown/White
A827811,,12/31/2020 16:16,12/31/2020 16:16,7617 Chasm Lake Lane in Austin (TX),Stray,Normal,Dog,Intact Male,7 years,Miniature Poodle,White
A827824,*Cowboy,12/31/2020 15:57,12/31/2020 15:57,1112 Brecon Lane in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Pit Bull,Chocolate
A827823,Winnie,12/31/2020 15:51,12/31/2020 15:51,9826 North Lake Creek Parkway in Austin (TX),Stray,Injured,Dog,Spayed Female,10 years,Maltese,White/White
A827821,,12/31/2020 14:03,12/31/2020 14:03,5503 Meadow Crest in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair,White/Brown
A827820,Rose,12/31/2020 14:01,12/31/2020 14:01,5605 Springdale Road in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Dachshund Longhair/Chihuahua Longhair,Brown
A827240,Ross 8,12/31/2020 13:29,12/31/2020 13:29,15301 Harkness Pass in Austin (TX),Stray,Normal,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black/White
A827818,Duque,12/31/2020 13:19,12/31/2020 13:19,Decker in Austin (TX),Stray,Normal,Dog,Neutered Male,10 years,Chihuahua Shorthair,Black
A772379,Cookie,12/31/2020 12:50,12/31/2020 12:50,Manor (TX),Owner Surrender,Normal,Dog,Spayed Female,7 years,Boxer Mix,Tan/White
A827808,*Millie,12/31/2020 11:54,12/31/2020 11:54,17700 Powder Creek Drive in Manor (TX),Stray,Normal,Dog,Intact Female,2 years,Miniature Poodle Mix,White
A827807,*Riley,12/31/2020 11:28,12/31/2020 11:28,7201 Levander Loop in Austin (TX),Abandoned,Normal,Dog,Intact Female,3 years,Beagle/Dachshund,Red Tick
A827802,Snow Bear,12/31/2020 10:22,12/31/2020 10:22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,11 years,Great Pyrenees,White/Tan
A827798,Daisy,12/31/2020 10:04,12/31/2020 10:04,9849 Childress Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Siberian Husky,Black/White
A827791,*Penelope,12/31/2020 10:04,12/31/2020 10:04,11319 Parsons Road in Travis (TX),Owner Surrender,Sick,Dog,Intact Female,1 year,Labrador Retriever Mix,White/Tan
A827801,,12/31/2020 9:58,12/31/2020 9:58,2000 Burton Drive in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,Labrador Retriever Mix,White/Brown
A827797,*Coco,12/31/2020 7:39,12/31/2020 7:39,Ptarmigan Drive And Bittern Hollow in Austin (TX),Stray,Injured,Cat,Intact Female,8 months,Domestic Shorthair,Torbie
A827796,Marvin,12/31/2020 7:28,12/31/2020 7:28,1908 Esplende Circle in Austin (TX),Owner Surrender,Sick,Cat,Intact Male,8 months,Domestic Shorthair,Blue Tabby
A827775,Sam,12/30/2020 16:00,12/30/2020 16:00,1126 Reagan Terrace in Austin (TX),Stray,Normal,Cat,Intact Female,8 months,Domestic Shorthair Mix,Blue
A827768,Charlie,12/30/2020 15:50,12/30/2020 15:50,11402 Joy Street in Travis (TX),Owner Surrender,Normal,Dog,Intact Male,5 months,Labrador Retriever Mix,Black/White
A827771,Kiskar,12/30/2020 15:30,12/30/2020 15:30,8502 Elroy Road in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Australian Cattle Dog Mix,Black/White
A827770,Bella,12/30/2020 14:53,12/30/2020 14:53,6103 Manor Road in Austin (TX),Stray,Normal,Dog,Spayed Female,7 years,Pit Bull,White/Brown
A827778,*Bubbles,12/30/2020 14:38,12/30/2020 14:38,12118 Walnut Park Crossing in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair,Black
A827738,*Maggie,12/30/2020 13:20,12/30/2020 13:20,Union Lee Church And Blake Manor in Travis (TX),Stray,Normal,Dog,Spayed Female,2 years,Great Dane,Black/White
A806716,Sharkie,12/30/2020 13:15,12/30/2020 13:15,1803 Mearns Meadow in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Miniature Poodle/Maltese,Tan/White
A806718,Canelo,12/30/2020 13:15,12/30/2020 13:15,1803 Mearns Meadow in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Miniature Poodle/Maltese,Tan/White
A816200,Paloma,12/30/2020 13:15,12/30/2020 13:15,1803 Mearns Meadow in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Maltese,White/Brown
A809343,Sage,12/30/2020 13:13,12/30/2020 13:13,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,1 year,Labrador Retriever/German Shepherd,Brown
A819041,Joi,12/30/2020 12:17,12/30/2020 12:17,Round Rock (TX),Owner Surrender,Normal,Dog,Neutered Male,8 years,Dalmatian Mix,White/Black
A827754,*Piper,12/30/2020 12:13,12/30/2020 12:13,5900 Wellington in Austin (TX),Stray,Injured,Dog,Intact Female,1 month,Border Collie,Tricolor
A827752,,12/30/2020 11:56,12/30/2020 11:56,Pflugerville (TX),Owner Surrender,Normal,Cat,Intact Male,4 months,Domestic Medium Hair Mix,Black/White
A827714,*Winston,12/30/2020 11:05,12/30/2020 11:05,715 West Slaughter Lane in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Blue
A827741,*Lionel,12/30/2020 9:24,12/30/2020 9:24,5989 East 51St in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Fawn/White
A827740,*Lucy,12/30/2020 9:24,12/30/2020 9:24,5989 East 51St in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull,Blue Merle/White
A827739,,12/30/2020 9:06,12/30/2020 9:06,8910 Balcones Club Drive in Austin (TX),Wildlife,Injured,Other,Unknown,2 years,Skunk,Black
A827719,,12/29/2020 17:00,12/29/2020 17:00,5256 Mission Circle in Travis (TX),Stray,Sick,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby
A826984,Wyatt,12/29/2020 15:56,12/29/2020 15:56,1000 East 5Th Street in Austin (TX),Public Assist,Normal,Dog,Neutered Male,4 years,Alaskan Husky/German Shepherd,Black/White
A826983,Max,12/29/2020 15:56,12/29/2020 15:56,1000 East 5Th Street in Austin (TX),Public Assist,Normal,Dog,Neutered Male,3 years,Beagle,Tricolor
A827715,Smokey,12/29/2020 15:43,12/29/2020 15:43,1190 Airport Boulevard in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair,Black
A827713,,12/29/2020 14:48,12/29/2020 14:48,5017 West Highway 290 in Austin (TX),Stray,Normal,Bird,Intact Male,1 year,Chicken,Red
A827712,,12/29/2020 14:37,12/29/2020 14:37,124 W Anderson Lane in Austin (TX),Abandoned,Normal,Dog,Intact Female,9 months,German Shepherd,Tan/Black
A827705,,12/29/2020 13:43,12/29/2020 13:43,10505 Macmora in Austin (TX),Stray,Normal,Cat,Intact Female,5 months,Domestic Shorthair,Calico
A827706,,12/29/2020 13:43,12/29/2020 13:43,10505 Macmora in Austin (TX),Stray,Normal,Cat,Intact Female,5 months,Domestic Shorthair,Tortie
A827699,Freya,12/29/2020 13:15,12/29/2020 13:15,2619 Ektom in Austin (TX),Stray,Injured,Dog,Intact Female,5 months,Australian Cattle Dog,Brown Brindle/White
A827700,,12/29/2020 13:02,12/29/2020 13:02,2110 Charlotte Estates Drive in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair Mix,Orange Tabby
A827697,Abby,12/29/2020 12:38,12/29/2020 12:38,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,6 years,Domestic Shorthair,Calico
A827698,Big Jake,12/29/2020 12:38,12/29/2020 12:38,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,6 years,Domestic Shorthair,Brown Tabby
A812591,Cookie,12/29/2020 12:32,12/29/2020 12:32,1907 Bitter Creek Drive in Austin (TX),Stray,Sick,Dog,Intact Female,1 year,American Bulldog Mix,White/Black
A816475,Spike,12/29/2020 11:45,12/29/2020 11:45,1101 East Parmer Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Pit Bull,Blue/White
A827689,*Romeo,12/29/2020 11:44,12/29/2020 11:44,12601 Tech Ridge Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,American Pit Bull Terrier Mix,Brown/White
A827685,*Sterling,12/29/2020 11:44,12/29/2020 11:44,508 East Howard Lane in Austin (TX),Stray,Medical,Cat,Neutered Male,4 years,Domestic Shorthair,Brown Tabby
A827682,,12/29/2020 11:43,12/29/2020 11:43,4105 Monticello Circle in Austin (TX),Stray,Injured,Cat,Neutered Male,3 years,Domestic Shorthair,White
A827645,Lulu,12/29/2020 10:26,12/29/2020 10:26,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,5 months,Catahoula Mix,White/Brown
A825533,Lani,12/29/2020 8:53,12/29/2020 8:53,3506 Menchaca in Austin (TX),Public Assist,Normal,Dog,Spayed Female,1 year,Plott Hound,Brown/Black
A827680,,12/29/2020 8:07,12/29/2020 8:07,3007 Honey Tree Lane in Austin (TX),Stray,Sick,Cat,Intact Female,4 weeks,Domestic Shorthair,Brown Tabby
A687630,Nelly,12/28/2020 21:31,12/28/2020 21:31,4928 Manchester Cir in Austin (TX),Public Assist,Normal,Dog,Spayed Female,7 years,Chihuahua Shorthair/Pug,Brown/Black
A827674,Penny,12/28/2020 21:31,12/28/2020 21:31,4928 Manchester Cir in Austin (TX),Public Assist,Normal,Dog,Spayed Female,2 years,Dachshund,Brown
A827673,,12/28/2020 17:41,12/28/2020 17:41,3007 Sesbania in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Raccoon,Black/Gray
A827671,Gizmo,12/28/2020 16:35,12/28/2020 16:35,Austin (TX),Public Assist,Normal,Dog,Intact Male,14 years,Chihuahua Shorthair Mix,Tan/White
A819685,Max,12/28/2020 16:12,12/28/2020 16:12,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,2 years,Pit Bull,Blue/White
A827417,Roxy,12/28/2020 15:44,12/28/2020 15:44,2501 Sanders Lane in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Labrador Retriever Mix,Tan/White
A827668,*Tanner,12/28/2020 15:15,12/28/2020 15:15,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2 years,Domestic Shorthair,Brown Tabby/White
A827667,Piper,12/28/2020 15:13,12/28/2020 15:13,17301 Pearce Lane in Travis (TX),Stray,Sick,Dog,Intact Female,2 years,Siberian Husky,Gray/Black
A825459,Little John,12/28/2020 14:44,12/28/2020 14:44,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Pointer Mix,White/Black
A827643,Joansy,12/28/2020 13:46,12/28/2020 13:46,7601 Daffan Lane in Austin (TX),Stray,Medical,Dog,Intact Female,3 months,Chihuahua Shorthair,Tan
A827642,Buster,12/28/2020 13:45,12/28/2020 13:45,7601 Daffan Lane in Austin (TX),Stray,Medical,Dog,Intact Male,3 months,Chihuahua Shorthair Mix,Tan
A827662,Bitsy,12/28/2020 13:30,12/28/2020 13:30,South Meadows in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair,Brown/White
A827660,Marshall,12/28/2020 12:51,12/28/2020 12:51,Blake Manor in Manor (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever/Great Pyrenees,White/Tan
A827659,Zuma,12/28/2020 12:51,12/28/2020 12:51,Blake Manor in Manor (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever Mix,Tan/White
A825076,*Nova,12/28/2020 12:41,12/28/2020 12:41,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,2 years,Australian Kelpie/Siberian Husky,Brown Brindle/White
A827651,,12/28/2020 12:30,12/28/2020 12:30,3615 Leafield Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Soft Coated Wheaten Terrier,Tan
A827653,,12/28/2020 12:30,12/28/2020 12:30,3615 Leafield Drive in Austin (TX),Stray,Sick,Dog,Intact Female,3 years,Miniature Schnauzer,Gray
A827652,,12/28/2020 12:30,12/28/2020 12:30,3615 Leafield Drive in Austin (TX),Stray,Sick,Dog,Intact Female,3 years,Miniature Schnauzer,Gray/Tan
A827657,Twix,12/28/2020 12:27,12/28/2020 12:27,9900 Quail in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair,Brown/White
A827656,,12/28/2020 12:22,12/28/2020 12:22,Metric And Parmer in Austin (TX),Stray,Injured,Cat,Intact Female,6 months,Domestic Shorthair,Calico
A827600,*Sloane,12/28/2020 11:53,12/28/2020 11:53,206 Lisa Dr in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair,Brown Tabby
A827627,,12/28/2020 11:41,12/28/2020 11:41,6103 Bullard Dr in Austin (TX),Stray,Normal,Other,Intact Male,2 years,Rabbit Sh,Brown Brindle
A827655,Hazard,12/28/2020 11:40,12/28/2020 11:40,1700 Ben White Blvd in Austin (TX),Public Assist,Normal,Dog,Spayed Female,11 years,German Shepherd,Brown/Black
A827414,*Herbie,12/28/2020 11:22,12/28/2020 11:22,925 East 49Th Street in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Pit Bull,Black/White
A827623,Zeno,12/28/2020 8:25,12/28/2020 8:25,546 Goddard Dr in Travis (TX),Owner Surrender,Sick,Dog,Intact Male,4 weeks,Pit Bull,Blue
A827622,Lillie,12/28/2020 8:07,12/28/2020 8:07,1206 West 290 in Austin (TX),Stray,Injured,Dog,Spayed Female,13 years,Maltese,White
A827574,*Speedy,12/28/2020 6:30,12/28/2020 6:30,5616 Emerald Forest Drive in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Basenji/Australian Kelpie,Tricolor
A827619,Sunshine,12/27/2020 18:47,12/27/2020 18:47,11705 River Oaks Trail in Austin (TX),Stray,Normal,Dog,Intact Female,7 years,Pomeranian,Tan
A827617,,12/27/2020 16:11,12/27/2020 16:11,Outside Jurisdiction,Stray,Normal,Dog,Intact Female,2 months,German Shepherd Mix,Brown/Tan
A827616,,12/27/2020 15:54,12/27/2020 15:54,Outside Jurisdiction,Stray,Normal,Dog,Intact Male,2 months,German Shepherd Mix,Tan/White
A827615,*Schmidt,12/27/2020 15:43,12/27/2020 15:43,12700 Hill Country Boulevard in Travis (TX),Abandoned,Normal,Other,Intact Male,1 year,Guinea Pig,White
A827614,*Winston,12/27/2020 15:30,12/27/2020 15:30,12700 Hill Country Boulevard in Travis (TX),Abandoned,Normal,Other,Intact Male,1 year,Guinea Pig,Tricolor
A827609,,12/27/2020 13:21,12/27/2020 13:21,Fm 973 And Us Highway71 in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Cairn Terrier/Miniature Poodle,Brown/Brown
A827608,*Wilbur,12/27/2020 12:44,12/27/2020 12:44,8505 Shoal Creek Boulevard in Austin (TX),Stray,Sick,Dog,Neutered Male,2 years,Pit Bull/Chinese Sharpei,Brown/White
A827590,Aries,12/26/2020 16:27,12/26/2020 16:27,4812 East Riverside Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Labrador Retriever Mix,Brown/Brown
A554278,Oscar,12/26/2020 15:55,12/26/2020 15:55,3002 Birdwood Circle in Austin (TX),Stray,Normal,Dog,Neutered Male,13 years,Dachshund Mix,Brown/White
A827289,Essie,12/26/2020 15:52,12/26/2020 15:52,12433 Dessau Road in Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,3 years,Domestic Shorthair,Blue/White
A827550,Tigga,12/26/2020 15:34,12/26/2020 15:34,1500 East Riverside Drive in Austin (TX),Public Assist,Normal,Dog,Neutered Male,5 years,Labrador Retriever/Pit Bull,Red/White
A827584,,12/26/2020 14:26,12/26/2020 14:26,Montopolis Drive And Ponca Street in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Miniature Poodle,White
A827581,*Mitsuki,12/26/2020 12:05,12/26/2020 12:05,1417 Lorraine Loop in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Tortie
A827576,Bubba,12/26/2020 11:52,12/26/2020 11:52,20729 Silverbell Lane in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,American Pit Bull Terrier Mix,White
A792866,Nami,12/26/2020 9:23,12/26/2020 9:23,9004 Wiley Way in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Pit Bull Mix,Blue/White
A827570,,12/25/2020 14:58,12/25/2020 14:58,307 East Powell Lane in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Chihuahua Shorthair,Black
A827571,,12/25/2020 14:58,12/25/2020 14:58,307 East Powell Lane in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Chihuahua Shorthair,Black
A827568,*Marshmallow,12/25/2020 14:50,12/25/2020 14:50,Bolm Road in Austin (TX),Stray,Injured,Cat,Intact Female,5 years,Domestic Shorthair,White
A827567,*Louie,12/25/2020 14:39,12/25/2020 14:39,969 And Decker Lane in Austin (TX),Stray,Injured,Dog,Neutered Male,2 years,Miniature Poodle,Gray/White
A761477,Titan,12/25/2020 14:30,12/25/2020 14:30,15202 Pocmont Trail in Austin (TX),Owner Surrender,Injured,Dog,Neutered Male,8 years,Chihuahua Shorthair Mix,White/Tan
A827560,,12/24/2020 21:44,12/24/2020 21:44,12403 Mellow Meadow Drive in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Fox,Gray
A714015,Opie,12/24/2020 20:40,12/24/2020 20:40,3101 Ben White Boulevard in Austin (TX),Public Assist,Normal,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Tan
A827556,,12/24/2020 16:38,12/24/2020 16:38,Us 183 And Us 290 Highway in Austin (TX),Stray,Injured,Cat,Unknown,6 months,Domestic Shorthair,Black/White
A827553,Ginger,12/24/2020 15:22,12/24/2020 15:22,11921 Arran Street in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Alaskan Husky,Gray/White
A827554,Duque,12/24/2020 15:22,12/24/2020 15:22,11921 Arran Street in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Australian Cattle Dog,Tricolor
A827548,,12/24/2020 13:05,12/24/2020 13:05,117 East Oltorf in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull/Boxer,White/Brown
A791377,Bolt,12/24/2020 1:55,12/24/2020 1:55,12813 Tomanet Trail in Austin (TX),Public Assist,Normal,Dog,Neutered Male,1 year,Siberian Husky Mix,White
A827536,*Bones,12/24/2020 1:55,12/24/2020 1:55,12813 Tomanet Trail in Austin (TX),Public Assist,Normal,Dog,Intact Male,3 years,German Shepherd Mix,White
A827530,,12/23/2020 16:49,12/23/2020 16:49,1703 Schulle Avenue in Austin (TX),Wildlife,Injured,Other,Unknown,2 years,Raccoon,Brown
A827003,Nico,12/23/2020 16:38,12/23/2020 16:38,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Australian Cattle Dog,Red Merle/White
A827525,Rocky,12/23/2020 16:16,12/23/2020 16:16,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,4 years,Pit Bull/Boxer,Black/White
A826655,Chinook,12/23/2020 15:59,12/23/2020 15:59,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,2 years,Siberian Husky/German Shepherd,Black/Tan
A827524,*Humberto,12/23/2020 15:39,12/23/2020 15:39,4320 South Congress in Austin (TX),Stray,Normal,Dog,Intact Male,7 years,Labrador Retriever,Black
A827523,*Simon,12/23/2020 15:36,12/23/2020 15:36,Edmundsbury Drive And Derby Downs Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Boxer,Red/Black
A827522,*Angelo,12/23/2020 15:06,12/23/2020 15:06,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,Australian Shepherd/Labrador Retriever,Tan/White
A827517,,12/23/2020 14:59,12/23/2020 14:59,1615 East Cesar Chavez Street in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Chihuahua Shorthair,Tan/White
A827510,*Spot,12/23/2020 14:58,12/23/2020 14:58,706 Bedford Street in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,American Pit Bull Terrier Mix,White/Brown
A827512,Coco,12/23/2020 13:44,12/23/2020 13:44,Nuckols Crossing And Palo Blanco in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Great Pyrenees,White
A825881,Bosco,12/23/2020 13:10,12/23/2020 13:10,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 months,Bull Terrier Mix,Brown Brindle/White
A827506,,12/23/2020 12:45,12/23/2020 12:45,5604 Adair Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Queensland Heeler,White/Black
A827507,Caterina,12/23/2020 12:21,12/23/2020 12:21,Austin (TX),Public Assist,Normal,Cat,Spayed Female,12 years,Siamese,Lynx Point
A827504,Polo,12/23/2020 11:18,12/23/2020 11:18,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Dachshund Mix,Brown/White
A827505,Bella,12/23/2020 11:18,12/23/2020 11:18,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,3 years,Pembroke Welsh Corgi Mix,Buff
A827499,Cc,12/23/2020 10:52,12/23/2020 10:52,Austin (TX),Owner Surrender,Normal,Other,Unknown,2 months,Guinea Pig,White/Tricolor
